,titolo,titolo_processed,zona,zona_processed,città,distanza_centro,prezzo,numero_notti,numero_persone,inizio_permanenza,fine_permanenza,recensione_voto_numerico,recensione_voto_parola,numero_recensioni,date,permanenza,indirizzo,valutazione,inizio_permanenza_datetime,fine_permanenza_datetime
270,Fly Deco Hotel,deco fly hotel,Ostia,ostia, Roma ,23.4,228,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,1412.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 23,4 km dal centro",4.0,2025-01-08,2025-02-08
271,Hotel principe,hotel principe,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,119,1.0,2.0,01-08-25,02-08-25,"7,4",Ottimo,1391.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
272,Hotel Centro Cavour,cavour centro hotel,Monti,monti, Roma ,0.0,172,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,5035.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
273,Hotel Giardino Europa,europa giardino hotel,Appio Latino,appio latino, Roma ,8.8,113,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,1556.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Appio Latino, Roma - A 8,8 km dal centro",3.0,2025-01-08,2025-02-08
274,Trevi Palace Luxury Inn,inn luxury palace trevi,Fontana di Trevi,trevi, Roma ,0.0,266,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,188.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
275,Hotel Barberini,barberini hotel,Fontana di Trevi,trevi, Roma ,0.0,359,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,2165.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
276,Hotel Cambridge,cambridge hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,153,1.0,2.0,01-08-25,02-08-25,"7,2",Ottimo,1092.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
277,L'antica Locanda Dell'Orso,antica dell l locanda orso,Piazza Navona,navona, Roma ,0.0,135,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,1880.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
278,Hotel Everest Inn Rome,everest hotel inn,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,139,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,1543.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
279,Hotel Ponte Sisto,hotel ponte sisto,Piazza Navona,navona, Roma ,0.0,207,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,1780.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
280,Hotel Ping Pong,hotel ping pong,Ostia,ostia, Roma ,23.5,171,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,2591.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 23,5 km dal centro",3.0,2025-01-08,2025-02-08
281,Dei Borgognoni Hotel,borgognoni dei hotel,Piazza di Spagna,spagna, Roma ,0.0,290,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,704.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
282,Hotel Balilla,balilla hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,139,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,970.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
283,Aran Blu,aran blu,Ostia,ostia, Roma ,24.3,226,1.0,2.0,01-08-25,02-08-25,"7,6",Ottimo,1299.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Ostia, Roma - A 24,3 km dal centro",4.0,2025-01-08,2025-02-08
284,Twenty One Hotel,hotel one twenty,Città del Vaticano,vaticano, Roma ,0.0,202,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,7122.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
285,Pinewood Rome Hotel,hotel pinewood,Trionfale,trionfale, Roma ,2.1,142,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,2113.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trionfale, Roma - A 2,1 km dal centro",4.0,2025-01-08,2025-02-08
286,Eurostars Roma Aeterna Hotel,aeterna eurostars hotel,Roma Est,est, Roma ,1.1,185,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,2432.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 1,1 km dal centro",4.0,2025-01-08,2025-02-08
287,Relais Villa Coppede,coppede relais villa,Nomentano,nomentano, Roma ,1.1,152,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,51.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,1 km dal centro",4.0,2025-01-08,2025-02-08
288,Suite Art Navona,art navona suite,Piazza Navona,navona, Roma ,0.0,162,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,1295.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
289,Hotel Latinum,hotel latinum,Stazione centrale Roma Termini,stazione termini, Roma ,0.3,123,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,611.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,3 km dal centro",4.0,2025-01-08,2025-02-08
290,The Fifteen Keys Hotel,fifteen hotel keys the,Monti,monti, Roma ,0.0,407,1.0,2.0,01-08-25,02-08-25,"9,5",Eccezionale,680.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
291,Hotel Gravina San Pietro,gravina hotel pietro san,Città del Vaticano,vaticano, Roma ,0.9,133,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,190.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,9 km dal centro",3.0,2025-01-08,2025-02-08
292,Hotel Paolo II,hotel ii paolo,Città del Vaticano,vaticano, Roma ,0.6,133,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1770.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,6 km dal centro",3.0,2025-01-08,2025-02-08
293,Relais Palazzo Taverna,palazzo relais taverna,Piazza Navona,navona, Roma ,0.0,135,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,703.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
294,Hotel Anfiteatro Flavio,anfiteatro flavio hotel,Monti,monti, Roma ,0.0,184,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,35.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Monti, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
295,Hotel Oxford,hotel oxford,Via Veneto,via veneto, Roma ,0.0,111,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,400.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
296,B&B Ventisei Scalini a Trastevere,a b b scalini trastevere ventisei,Trastevere,trastevere, Roma ,0.0,152,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,79.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
297,Hotel Milo,hotel milo,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,144,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,2776.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
298,Residenze Argileto,argileto residenze,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,281,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,9.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
299,HOTEL DELLE CIVETTE,civette delle hotel,Nomentano,nomentano, Roma ,1.1,177,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,1176.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,1 km dal centro",3.0,2025-01-08,2025-02-08
300,THE REPUBLIC,republic the,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,269,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1364.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
301,Parker Hotel,hotel parker,Stazione centrale Roma Termini,stazione termini, Roma ,0.1,133,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,3679.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,1 km dal centro",3.0,2025-01-08,2025-02-08
302,City Mood Guesthouse,city guesthouse mood,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,107,1.0,2.0,01-08-25,02-08-25,"5,8",Punteggio,1054.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
303,Mercure Roma Piazza Bologna Hotel,bologna hotel mercure piazza,Nomentano,nomentano, Roma ,1.3,183,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,1088.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 1,3 km dal centro",3.0,2025-01-08,2025-02-08
304,Delle Muse Hotel,delle hotel muse,Flaminio e Parioli,flaminio parioli, Roma ,2.1,181,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,1642.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Flaminio e Parioli, Roma - A 2,1 km dal centro",3.0,2025-01-08,2025-02-08
305,HOTEL RIVIERA FIUMICINO,fiumicino hotel riviera,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,24.4,143,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,1926.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 24,4 km dal centro",3.0,2025-01-08,2025-02-08
306,Radio Hotel,hotel radio,Eur e Garbatella,eur garbatella, Roma ,1.6,107,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,2599.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 1,6 km dal centro",2.0,2025-01-08,2025-02-08
307,Hotel Eurorooms,eurorooms hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,174,1.0,2.0,01-08-25,02-08-25,"5,9",Punteggio,35.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",1.0,2025-01-08,2025-02-08
308,Hotel Morgana,hotel morgana,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,177,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,877.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
309,Les Chambres D'Or Hotel,chambres d hotel les or,Città del Vaticano,vaticano, Roma ,0.0,319,1.0,2.0,01-08-25,02-08-25,"7,5",Ottimo,342.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",1.0,2025-01-08,2025-02-08
310,Hotel Mecenate Palace,hotel mecenate palace,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,230,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,2219.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
311,Corso Suite 107 Rooms Wellness&SPA ,107 corso rooms spa suite wellness,Piazza di Spagna,spagna, Roma ,0.0,270,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,77.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
312,Sofitel Rome Villa Borghese Hotel,borghese hotel sofitel villa,Via Veneto,via veneto, Roma ,0.0,581,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,1024.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
313,HOTEL TREVI COLLECTION,collection hotel trevi,Piazza di Spagna,spagna, Roma ,0.0,255,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,1005.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
314,Best Western Plus Hotel Universo,best hotel plus universo western,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,265,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,5312.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
315,Charme & Chic,charme chic,Piazza di Spagna,spagna, Roma ,0.0,131,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,629.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza di Spagna, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
316,Royal Court Hotel,court hotel royal,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,180,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,2175.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
317,Ateneo Garden Palace Hotel,ateneo garden hotel palace,Stazione centrale Roma Termini,stazione termini, Roma ,0.2,160,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,1703.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - A 0,2 km dal centro",4.0,2025-01-08,2025-02-08
318,A&C Much More II,a c ii more much,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,188,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,758.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
319,Hotel Cherubini,cherubini hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,104,1.0,2.0,01-08-25,02-08-25,"7,4",Ottimo,82.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
320,NH Collection Palazzo Cinquecento,cinquecento collection nh palazzo,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,411,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,2067.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
321,Casa De' Fiori,casa de fiori,Piazza Navona,navona, Roma ,0.0,200,1.0,2.0,01-08-25,02-08-25,"9,0",Eccezionale,2.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
322,Hotel Campidoglio,campidoglio hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,185,1.0,2.0,01-08-25,02-08-25,"7,2",Ottimo,24.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
323,Hotel Lella,hotel lella,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,106,1.0,2.0,01-08-25,02-08-25,"6,4",Buono,1380.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
324,Capitani Guest House,capitani guest house,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,23.1,129,1.0,2.0,01-08-25,02-08-25,"9,5",Eccezionale,783.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 23,1 km dal centro",4.0,2025-01-08,2025-02-08
325,Vatican Rome,vatican,Città del Vaticano,vaticano, Roma ,0.3,120,1.0,2.0,01-08-25,02-08-25,"7,6",Ottimo,275.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - A 0,3 km dal centro",3.0,2025-01-08,2025-02-08
326,MARCELLA ROYAL HOTEL – ROOFTOP GARDEN,garden hotel marcella rooftop royal –,Via Veneto,via veneto, Roma ,0.0,237,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,744.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
327,Best Western Premier Hotel Royal Santina,best hotel premier royal santina western,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,231,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,4614.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
328,Mondo House,house mondo,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,23.7,123,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,1447.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 23,7 km dal centro",3.0,2025-01-08,2025-02-08
329,Hotel Caravita,caravita hotel,Pantheon,pantheon, Roma ,0.0,311,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1091.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",5.0,2025-01-08,2025-02-08
330,Hotel Maryelen,hotel maryelen,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,134,1.0,2.0,01-08-25,02-08-25,"7,9",Ottimo,825.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
331,Euro House Rome Airport,airport euro house,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,22.6,113,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,248.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 22,6 km dal centro",3.0,2025-01-08,2025-02-08
332,Roma Boutique Hotel,boutique hotel,Via Veneto,via veneto, Roma ,0.0,143,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,127.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Via Veneto, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
333,The Social Hub Rome,hub social the,Roma Est,est, Roma ,0.5,148,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,197.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Est, Roma - A 0,5 km dal centro",4.0,2025-01-08,2025-02-08
334,Amazing Piazza Venezia Suites,amazing piazza suites venezia,Pantheon,pantheon, Roma ,0.0,329,1.0,2.0,01-08-25,02-08-25,"9,1",Eccezionale,916.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
335,Cortina Hotel,cortina hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,187,1.0,2.0,01-08-25,02-08-25,"8,7",Fantastico,186.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
336,La Villetta Suite,la suite villetta,Aeroporto di Ciampino,aeroporto ciampino, Roma ,13.8,117,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,2002.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Ciampino, Roma - A 13,8 km dal centro",3.0,2025-01-08,2025-02-08
337,Euro House Inn,euro house inn,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,21.6,118,1.0,2.0,01-08-25,02-08-25,"8,0",Fantastico,745.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 21,6 km dal centro",4.0,2025-01-08,2025-02-08
338,Hotel Ferrari,ferrari hotel,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,113,1.0,2.0,01-08-25,02-08-25,"6,4",Buono,69.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
339,Baltik Guest House,baltik guest house,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,100,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,980.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",2.0,2025-01-08,2025-02-08
340,Moderno Hotel Roma,hotel moderno,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,138,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,1764.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
341,Relais Teatro Argentina,argentina relais teatro,Pantheon,pantheon, Roma ,0.0,177,1.0,2.0,01-08-25,02-08-25,"8,8",Fantastico,671.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
342,Aida Charming Rooms,aida charming rooms,Roma Ovest,ovest, Roma ,2.8,132,1.0,2.0,01-08-25,02-08-25,"7,5",Ottimo,529.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Roma Ovest, Roma - A 2,8 km dal centro",2.0,2025-01-08,2025-02-08
343,Residence La Maison Jolie,jolie la maison residence,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,22.3,112,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,2785.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 22,3 km dal centro",3.0,2025-01-08,2025-02-08
344,Crowne Plaza Rome St. Peter's By IHG,by crowne ihg peter plaza s st,Aurelio e Monteverde,aurelio monteverde, Roma ,3.0,245,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,2264.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 3,0 km dal centro",4.0,2025-01-08,2025-02-08
345,Academy Hotel,academy hotel,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,23.3,154,1.0,2.0,01-08-25,02-08-25,"8,1",Fantastico,1931.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 23,3 km dal centro",3.0,2025-01-08,2025-02-08
346,MF Hotel,hotel mf,Nomentano,nomentano, Roma ,0.2,125,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,1007.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Nomentano, Roma - A 0,2 km dal centro",3.0,2025-01-08,2025-02-08
347,Hotel Dei Consoli,consoli dei hotel,Città del Vaticano,vaticano, Roma ,0.0,149,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,966.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Città del Vaticano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
348,Hotel Della Torre Argentina,argentina della hotel torre,Pantheon,pantheon, Roma ,0.0,294,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,4418.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Pantheon, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
349,Navona Theatre Hotel,hotel navona theatre,Piazza Navona,navona, Roma ,0.0,222,1.0,2.0,01-08-25,02-08-25,"8,9",Fantastico,1360.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Piazza Navona, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
350,Roman Holidays Hostel Rome,holidays hostel roman,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,112,1.0,2.0,01-08-25,02-08-25,"7,7",Ottimo,127.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
351,Domus Valadier Luxury,domus luxury valadier,Aeroporto di Fiumicino,aeroporto fiumicino, Roma ,23.2,191,1.0,2.0,01-08-25,02-08-25,"8,5",Fantastico,1698.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aeroporto di Fiumicino, Roma - A 23,2 km dal centro",3.0,2025-01-08,2025-02-08
352,Hotel White,hotel white,Fontana di Trevi,trevi, Roma ,0.0,279,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,944.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Fontana di Trevi, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
353,Novotel Roma EUR Hotel,eur hotel novotel,Eur e Garbatella,eur garbatella, Roma ,7.1,192,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,2190.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Eur e Garbatella, Roma - A 7,1 km dal centro",4.0,2025-01-08,2025-02-08
354,Trilussa Palace Hotel Congress & Spa,congress hotel palace spa trilussa,Trastevere,trastevere, Roma ,0.7,169,1.0,2.0,01-08-25,02-08-25,"8,3",Fantastico,776.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Trastevere, Roma - A 0,7 km dal centro",4.0,2025-01-08,2025-02-08
355,Target Inn,inn target,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,159,1.0,2.0,01-08-25,02-08-25,"8,4",Fantastico,88.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
356,Hotel Athena,athena hotel,Policlinico,policlinico, Roma ,1.2,102,1.0,2.0,01-08-25,02-08-25,"7,8",Ottimo,615.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Policlinico, Roma - A 1,2 km dal centro",3.0,2025-01-08,2025-02-08
357,Ergife Palace Hotel,ergife hotel palace,Aurelio e Monteverde,aurelio monteverde, Roma ,3.2,382,1.0,2.0,01-08-25,02-08-25,"7,6",Ottimo,3298.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Aurelio e Monteverde, Roma - A 3,2 km dal centro",4.0,2025-01-08,2025-02-08
358,Mercure Roma Centro Colosseo Hotel,centro colosseo hotel mercure,Colosseo e Foro Romano,colosseo foro romano, Roma ,0.0,353,1.0,2.0,01-08-25,02-08-25,"8,2",Fantastico,2276.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Colosseo e Foro Romano, Roma - In pieno centro",4.0,2025-01-08,2025-02-08
359,Hotel Patria,hotel patria,Stazione centrale Roma Termini,stazione termini, Roma ,0.0,125,1.0,2.0,01-08-25,02-08-25,"8,6",Fantastico,1841.0,1 agosto - 2 agosto,"1 notte, 2 adulti","Stazione centrale Roma Termini, Roma - In pieno centro",3.0,2025-01-08,2025-02-08
